shipment_id,origin_port,destination_port,carrier,ship_date,base_transit_days,actual_transit_days,port_congestion_score,weather_condition,customs_complexity,cargo_weight_tons,num_stops,is_peak_season,carrier_on_time_rate,days_since_maintenance,fuel_cost_index,is_delayed
SHP02364,Singapore,Hamburg,MaerskLine,2022-10-08,18,18,0.1467,Rainy,1,15.17,0,0,0.7461,104,1.1403,0
SHP02365,Rotterdam,New York,MSC,2023-08-08,10,11,0.0847,Hurricane,1,181.5,0,1,0.7495,0,1.1035,1
SHP02366,Guangzhou,Sydney,MaerskLine,2022-10-03,15,24,0.2721,Hurricane,1,23.42,2,1,0.8255,170,1.2626,1
SHP02367,Busan,Seattle,HapagLloyd,2023-08-06,12,12,0.2458,Clear,1,90.5,2,1,0.7681,47,1.0417,0
SHP02368,Hong Kong,London,COSCO,2022-01-18,20,20,0.5853,Cloudy,1,69.33,0,0,0.5251,71,0.9144,0
SHP02369,Antwerp,Chicago,MaerskLine,2023-01-03,13,14,0.0346,Storm,2,7.41,0,1,0.8549,165,1.2632,1
SHP02370,Antwerp,Chicago,HapagLloyd,2023-08-17,13,13,0.2468,Cloudy,1,48.55,1,0,0.78,147,1.2938,0
SHP02371,Rotterdam,New York,COSCO,2022-03-07,10,12,0.2401,Hurricane,1,43.57,0,0,0.6204,141,0.8904,1
SHP02372,Antwerp,Chicago,MSC,2022-10-10,13,13,0.209,Rainy,1,18.31,0,0,0.6851,154,0.9202,0
SHP02373,Busan,Seattle,EverGreen,2022-06-28,12,18,0.1139,Cloudy,1,79.44,0,1,0.6475,16,0.8352,1
SHP02374,Singapore,Hamburg,HapagLloyd,2023-11-02,18,18,0.2627,Clear,1,17.15,0,1,0.7392,70,1.1058,0
SHP02375,Shanghai,Los Angeles,MSC,2023-08-17,14,17,0.1516,Hurricane,1,28.75,0,0,0.6585,8,0.9114,1
SHP02376,Hong Kong,London,MaerskLine,2022-03-04,20,37,0.561,Hurricane,1,18.32,1,0,0.8135,98,0.9729,1
SHP02377,Busan,Seattle,COSCO,2022-12-28,12,12,0.2797,Clear,2,20.31,0,0,0.5,47,0.7158,0
SHP02378,Shanghai,Los Angeles,HapagLloyd,2022-03-21,14,14,0.3333,Cloudy,2,12.38,0,0,0.6968,104,1.144,0
SHP02379,Antwerp,Chicago,MaerskLine,2022-07-28,13,24,0.6043,Hurricane,1,9.68,2,1,0.8726,153,0.7235,1
SHP02380,Hong Kong,London,HapagLloyd,2023-11-29,20,23,0.4947,Rainy,1,18.84,1,0,0.7129,31,0.9575,1
SHP02381,Guangzhou,Sydney,MaerskLine,2022-05-27,15,17,0.3658,Storm,2,4.74,0,0,0.8417,96,1.0273,1
SHP02382,Shanghai,Los Angeles,COSCO,2022-12-10,14,16,0.2725,Hurricane,2,32.89,2,0,0.5554,69,0.7178,1
SHP02383,Guangzhou,Sydney,COSCO,2022-10-29,15,25,0.308,Storm,1,43.34,0,0,0.5084,130,1.2294,1
SHP02384,Shanghai,Los Angeles,MSC,2022-06-03,14,28,0.3971,Rainy,1,5.23,1,1,0.6818,89,1.1555,1
SHP02385,Shanghai,Los Angeles,MaerskLine,2022-11-17,14,16,0.0392,Hurricane,3,164.31,0,1,0.828,114,0.8717,1
SHP02386,Hong Kong,London,MSC,2022-02-03,20,23,0.3009,Storm,1,56.94,1,0,0.77,133,1.1541,1
SHP02387,Singapore,Hamburg,EverGreen,2022-08-18,18,18,0.348,Clear,2,8.3,1,0,0.6694,112,0.97,0
SHP02388,Guangzhou,Sydney,HapagLloyd,2023-06-25,15,15,0.3409,Clear,1,23.09,2,0,0.7511,109,0.7254,0
SHP02389,Shanghai,Los Angeles,HapagLloyd,2023-06-17,14,17,0.1767,Storm,3,69.81,2,0,0.7992,63,1.1451,1
SHP02390,Antwerp,Chicago,COSCO,2023-08-13,13,13,0.1566,Rainy,1,74.46,0,1,0.591,169,0.7391,0
SHP02391,Busan,Seattle,MSC,2023-01-06,12,18,0.3487,Rainy,1,30.07,3,1,0.7092,79,1.0433,1
SHP02392,Dubai,Mumbai,EverGreen,2022-04-29,5,5,0.0774,Rainy,2,4.59,0,0,0.672,68,0.8408,0
SHP02393,Dubai,Mumbai,EverGreen,2022-12-27,5,6,0.2856,Storm,1,14.85,3,0,0.6162,95,0.7059,1
SHP02394,Rotterdam,New York,COSCO,2023-04-05,10,15,0.3408,Storm,2,5.84,1,0,0.5565,169,0.7493,1
SHP02395,Guangzhou,Sydney,MSC,2022-05-09,15,16,0.288,Hurricane,2,19.45,0,0,0.7669,13,0.981,1
SHP02396,Dubai,Mumbai,EverGreen,2023-09-13,5,6,0.122,Hurricane,1,7.34,0,0,0.6378,116,1.1945,1
SHP02397,Busan,Seattle,COSCO,2022-03-25,12,12,0.0544,Rainy,1,19.21,1,0,0.5555,3,0.9853,0
SHP02398,Guangzhou,Sydney,EverGreen,2023-08-13,15,17,0.1334,Hurricane,2,7.59,1,0,0.6823,59,1.1476,1
SHP02399,Antwerp,Chicago,MSC,2022-01-16,13,13,0.0875,Cloudy,3,34.55,3,0,0.7659,90,0.9664,0
SHP02400,Singapore,Hamburg,MaerskLine,2023-07-22,18,24,0.4757,Storm,1,18.24,0,1,0.8226,136,1.0327,1
SHP02401,Antwerp,Chicago,MaerskLine,2023-03-18,13,13,0.7185,Cloudy,1,7.21,1,0,0.7966,129,1.0977,0
SHP02402,Shanghai,Los Angeles,MSC,2023-06-27,14,17,0.4793,Clear,1,63.19,2,1,0.7265,18,1.1905,1
SHP02403,Guangzhou,Sydney,EverGreen,2023-12-15,15,15,0.4021,Rainy,2,29.85,1,1,0.6053,175,0.8504,0
SHP02404,Dubai,Mumbai,COSCO,2022-12-11,5,5,0.4435,Clear,1,10.38,2,0,0.6015,158,1.0731,0
SHP02405,Rotterdam,New York,MaerskLine,2022-12-30,10,10,0.234,Clear,3,82.98,0,0,0.769,164,1.167,0
SHP02406,Antwerp,Chicago,EverGreen,2023-03-23,13,15,0.3469,Storm,2,6.71,0,0,0.6509,103,1.0758,1
SHP02407,Busan,Seattle,EverGreen,2023-08-27,12,12,0.0417,Cloudy,2,16.59,1,0,0.6885,106,1.0673,0
SHP02408,Rotterdam,New York,MSC,2023-01-14,10,10,0.1668,Clear,2,5.41,0,0,0.6844,42,1.1048,0
SHP02409,Antwerp,Chicago,EverGreen,2023-06-05,13,13,0.3414,Rainy,2,15.67,1,0,0.6616,74,1.2378,0
SHP02410,Busan,Seattle,MaerskLine,2022-12-16,12,13,0.2329,Cloudy,1,12.45,1,1,0.7967,129,0.8951,1
SHP02411,Shanghai,Los Angeles,HapagLloyd,2023-08-17,14,17,0.5607,Hurricane,3,17.56,1,0,0.8142,60,0.9566,1
SHP02412,Guangzhou,Sydney,COSCO,2022-07-02,15,15,0.1031,Rainy,2,30.88,0,0,0.5829,89,1.0128,0
SHP02413,Singapore,Hamburg,MaerskLine,2022-10-12,18,18,0.1832,Cloudy,1,11.8,0,0,0.8427,152,1.0042,0
SHP02414,Hong Kong,London,MaerskLine,2022-05-02,20,24,0.1169,Rainy,2,9.35,1,1,0.8242,92,1.0885,1
SHP02415,Busan,Seattle,COSCO,2022-06-23,12,14,0.1367,Storm,1,0.94,1,0,0.5707,57,0.9539,1
SHP02416,Busan,Seattle,COSCO,2022-08-26,12,16,0.1668,Hurricane,2,10.59,2,0,0.5826,55,1.1065,1
SHP02417,Busan,Seattle,MSC,2023-06-05,12,12,0.1295,Clear,3,34.12,0,1,0.7713,105,1.1821,0
SHP02418,Singapore,Hamburg,MaerskLine,2023-07-07,18,22,0.1206,Hurricane,2,150.0,0,0,0.792,5,0.7608,1
SHP02419,Dubai,Mumbai,MaerskLine,2022-01-27,5,11,0.5697,Storm,2,6.34,2,0,0.8082,7,0.9488,1
SHP02420,Hong Kong,London,MSC,2023-08-08,20,23,0.3244,Rainy,2,34.59,0,0,0.7227,90,0.9839,1
SHP02421,Guangzhou,Sydney,EverGreen,2023-04-10,15,16,0.2503,Hurricane,2,118.9,1,1,0.6634,87,1.0842,1
SHP02422,Busan,Seattle,MaerskLine,2023-03-19,12,12,0.0027,Clear,1,18.61,0,0,0.7967,76,1.0431,0
SHP02423,Antwerp,Chicago,COSCO,2022-10-13,13,13,0.239,Clear,2,16.33,1,0,0.5906,112,0.894,0
SHP02424,Rotterdam,New York,COSCO,2022-08-16,10,10,0.104,Clear,1,7.57,0,0,0.5869,107,1.131,0
SHP02425,Rotterdam,New York,COSCO,2022-10-10,10,10,0.1691,Cloudy,1,54.5,1,0,0.5857,45,0.947,0
SHP02426,Antwerp,Chicago,HapagLloyd,2022-11-19,13,13,0.2502,Clear,1,9.99,2,0,0.74,85,0.887,0
SHP02427,Shanghai,Los Angeles,EverGreen,2023-06-18,14,14,0.2502,Clear,1,30.49,0,0,0.6485,156,0.9202,0
SHP02428,Hong Kong,London,MSC,2023-10-04,20,21,0.2555,Hurricane,1,24.52,0,0,0.7074,126,0.8926,1
SHP02429,Shanghai,Los Angeles,MaerskLine,2023-01-21,14,14,0.0621,Cloudy,2,7.59,0,1,0.8442,133,0.9662,0
SHP02430,Dubai,Mumbai,MSC,2023-05-12,5,5,0.3187,Rainy,1,8.49,0,0,0.704,12,1.2811,0
SHP02431,Singapore,Hamburg,EverGreen,2023-10-13,18,19,0.6749,Rainy,1,19.93,0,1,0.6155,51,1.0894,1
SHP02432,Rotterdam,New York,HapagLloyd,2022-03-10,10,10,0.1428,Cloudy,1,9.45,0,1,0.7418,131,1.1903,0
SHP02433,Antwerp,Chicago,HapagLloyd,2022-07-02,13,13,0.1047,Hurricane,2,11.23,0,1,0.7642,0,0.8649,0
SHP02434,Shanghai,Los Angeles,EverGreen,2023-10-09,14,15,0.3763,Rainy,3,44.44,2,0,0.6342,132,1.1703,1
SHP02435,Dubai,Mumbai,COSCO,2022-07-04,5,7,0.1699,Storm,1,76.49,2,0,0.5446,23,0.7386,1
SHP02436,Busan,Seattle,MSC,2023-05-17,12,12,0.2807,Rainy,3,35.4,0,0,0.6825,79,1.2562,0
SHP02437,Guangzhou,Sydney,HapagLloyd,2022-10-30,15,17,0.5702,Rainy,2,83.36,0,0,0.7597,160,1.2983,1
SHP02438,Rotterdam,New York,MSC,2022-10-22,10,10,0.4046,Clear,1,56.18,1,0,0.7103,110,1.0646,0
SHP02439,Guangzhou,Sydney,EverGreen,2023-03-12,15,16,0.3435,Rainy,2,4.53,1,1,0.6218,165,1.0605,1
SHP02440,Rotterdam,New York,MSC,2023-11-08,10,16,0.0309,Storm,2,89.3,1,0,0.744,101,1.1313,1
SHP02441,Rotterdam,New York,COSCO,2023-05-11,10,11,0.0668,Storm,1,60.75,0,0,0.5921,79,1.1906,1
SHP02442,Antwerp,Chicago,HapagLloyd,2022-01-30,13,13,0.0792,Storm,1,13.55,0,0,0.7958,106,0.7198,0
SHP02443,Busan,Seattle,COSCO,2023-02-23,12,15,0.357,Hurricane,2,32.57,1,1,0.5517,172,0.8978,1
SHP02444,Shanghai,Los Angeles,HapagLloyd,2022-11-22,14,14,0.3042,Rainy,2,35.61,1,1,0.7802,70,0.7383,0
SHP02445,Guangzhou,Sydney,EverGreen,2022-09-24,15,19,0.5668,Storm,1,58.2,0,0,0.6276,153,0.7402,1
SHP02446,Shanghai,Los Angeles,COSCO,2022-12-14,14,18,0.3993,Storm,3,21.7,0,0,0.5629,78,0.8204,1
SHP02447,Shanghai,Los Angeles,COSCO,2023-08-10,14,17,0.5484,Storm,2,5.52,0,0,0.6023,84,0.9858,1
SHP02448,Singapore,Hamburg,HapagLloyd,2022-04-23,18,19,0.3363,Cloudy,1,106.3,1,0,0.8043,74,1.033,1
SHP02449,Hong Kong,London,MSC,2022-01-22,20,23,0.1598,Hurricane,1,16.34,2,0,0.7236,103,0.9863,1
SHP02450,Guangzhou,Sydney,MaerskLine,2023-07-21,15,15,0.3435,Rainy,2,9.93,0,0,0.8357,95,1.2705,0
SHP02451,Rotterdam,New York,MaerskLine,2023-07-03,10,12,0.5796,Hurricane,1,7.0,0,1,0.822,18,1.0496,1
SHP02452,Dubai,Mumbai,MSC,2022-08-23,5,7,0.432,Hurricane,3,35.49,0,0,0.6894,98,1.2102,1
SHP02453,Busan,Seattle,MSC,2022-08-09,12,12,0.0278,Rainy,1,58.7,0,0,0.7809,100,0.8092,0
SHP02454,Dubai,Mumbai,MaerskLine,2023-06-24,5,5,0.612,Clear,1,9.72,1,0,0.8578,52,1.0878,0
SHP02455,Rotterdam,New York,HapagLloyd,2022-02-13,10,11,0.5096,Storm,3,48.33,1,0,0.7655,28,1.0796,1
SHP02456,Singapore,Hamburg,COSCO,2023-10-09,18,19,0.0987,Rainy,1,4.76,1,1,0.5558,40,0.7592,1
SHP02457,Dubai,Mumbai,MaerskLine,2023-01-22,5,5,0.4936,Rainy,1,2.63,2,0,0.8149,132,1.0261,0
SHP02458,Guangzhou,Sydney,MSC,2022-03-20,15,15,0.3795,Rainy,1,21.09,0,0,0.6986,59,1.2744,0
SHP02459,Rotterdam,New York,HapagLloyd,2023-07-09,10,10,0.1762,Storm,1,26.91,1,1,0.7502,42,1.0886,0
SHP02460,Singapore,Hamburg,MaerskLine,2022-07-18,18,20,0.303,Hurricane,2,128.97,0,0,0.7952,134,1.0031,1
SHP02461,Busan,Seattle,COSCO,2022-01-24,12,13,0.3131,Storm,1,4.08,0,0,0.597,56,0.7914,1
SHP02462,Busan,Seattle,COSCO,2022-09-28,12,14,0.3938,Storm,2,22.89,2,1,0.5304,62,0.9415,1
SHP02463,Antwerp,Chicago,EverGreen,2022-08-16,13,13,0.4747,Rainy,1,11.6,0,0,0.6773,151,1.0297,0
SHP02464,Guangzhou,Sydney,HapagLloyd,2023-12-21,15,17,0.3703,Rainy,1,6.92,2,0,0.8053,13,1.2959,1
SHP02465,Dubai,Mumbai,EverGreen,2023-02-08,5,5,0.2628,Clear,3,10.34,2,0,0.6703,31,0.949,0
SHP02466,Hong Kong,London,HapagLloyd,2023-08-15,20,20,0.2905,Clear,3,40.5,1,0,0.7509,148,1.0352,0
SHP02467,Shanghai,Los Angeles,EverGreen,2023-05-04,14,14,0.045,Cloudy,2,7.0,1,0,0.6615,45,1.0197,0
SHP02468,Rotterdam,New York,COSCO,2023-10-08,10,10,0.1273,Rainy,1,2.63,2,1,0.5842,108,1.1588,0
SHP02469,Rotterdam,New York,MaerskLine,2023-05-17,10,11,0.2879,Hurricane,2,120.72,0,1,0.8128,29,0.8078,1
SHP02470,Dubai,Mumbai,MaerskLine,2023-04-30,5,5,0.2127,Cloudy,1,52.04,2,0,0.8605,36,1.1144,0
SHP02471,Dubai,Mumbai,MaerskLine,2022-11-15,5,6,0.2834,Storm,3,24.67,0,1,0.8361,145,0.7132,1
SHP02472,Hong Kong,London,MSC,2023-08-02,20,20,0.636,Clear,1,14.16,0,0,0.7515,38,1.0255,0
SHP02473,Guangzhou,Sydney,MaerskLine,2023-07-30,15,20,0.2894,Rainy,3,46.92,0,0,0.8352,2,0.7362,1
SHP02474,Antwerp,Chicago,HapagLloyd,2023-10-30,13,16,0.4468,Storm,2,6.79,3,0,0.7502,13,0.9434,1
SHP02475,Dubai,Mumbai,COSCO,2023-06-11,5,15,0.3781,Storm,1,7.53,1,0,0.5304,105,1.1813,1
SHP02476,Rotterdam,New York,MaerskLine,2023-01-20,10,10,0.1968,Storm,2,7.28,0,0,0.803,50,1.0473,0
SHP02477,Singapore,Hamburg,MaerskLine,2022-05-05,18,18,0.1256,Cloudy,1,12.83,3,0,0.8124,45,0.9794,0
SHP02478,Singapore,Hamburg,MSC,2022-04-27,18,23,0.2541,Storm,2,3.49,3,0,0.6989,77,0.9641,1
SHP02479,Shanghai,Los Angeles,EverGreen,2023-06-22,14,15,0.5446,Storm,1,11.8,0,1,0.6525,42,1.0745,1
SHP02480,Antwerp,Chicago,MSC,2022-01-10,13,14,0.0918,Hurricane,1,38.7,0,0,0.7219,55,1.084,1
SHP02481,Busan,Seattle,MaerskLine,2023-11-24,12,15,0.1657,Storm,1,53.74,2,0,0.82,7,1.0452,1
SHP02482,Busan,Seattle,HapagLloyd,2023-01-16,12,12,0.378,Rainy,3,47.78,0,0,0.7798,59,1.1076,0
SHP02483,Singapore,Hamburg,MSC,2022-07-29,18,18,0.0558,Rainy,1,17.17,0,0,0.7615,135,0.7888,0
SHP02484,Hong Kong,London,HapagLloyd,2023-04-19,20,23,0.2931,Hurricane,2,5.03,1,1,0.7621,105,1.2766,1
SHP02485,Dubai,Mumbai,COSCO,2023-05-01,5,5,0.3141,Cloudy,1,89.0,0,1,0.5754,58,0.8232,0
SHP02486,Shanghai,Los Angeles,COSCO,2023-04-27,14,21,0.5549,Storm,2,33.81,0,1,0.5792,135,0.9971,1
SHP02487,Rotterdam,New York,MaerskLine,2022-07-24,10,10,0.32,Rainy,3,30.11,2,0,0.7834,139,0.9896,0
SHP02488,Rotterdam,New York,HapagLloyd,2022-03-04,10,10,0.1179,Storm,2,8.73,0,0,0.825,55,1.1614,0
SHP02489,Antwerp,Chicago,HapagLloyd,2023-10-14,13,13,0.11,Cloudy,1,32.44,1,1,0.7706,80,1.2303,0
SHP02490,Dubai,Mumbai,COSCO,2022-10-09,5,5,0.2464,Clear,3,122.2,1,0,0.5549,83,1.0736,0
SHP02491,Busan,Seattle,EverGreen,2023-01-12,12,14,0.3794,Hurricane,1,23.28,0,0,0.615,47,0.8215,1
SHP02492,Guangzhou,Sydney,COSCO,2023-11-07,15,16,0.4436,Hurricane,1,21.17,2,0,0.546,57,1.2474,1
SHP02493,Dubai,Mumbai,MaerskLine,2022-08-10,5,5,0.2046,Hurricane,1,5.04,1,1,0.8007,171,0.8854,0
SHP02494,Busan,Seattle,MSC,2022-05-10,12,17,0.2716,Rainy,3,31.49,1,0,0.6953,81,1.0852,1
SHP02495,Guangzhou,Sydney,COSCO,2023-08-30,15,18,0.2376,Hurricane,2,24.42,0,0,0.567,137,1.1839,1
SHP02496,Busan,Seattle,HapagLloyd,2022-01-03,12,13,0.5224,Storm,1,14.07,1,1,0.7834,39,1.0164,1
SHP02497,Dubai,Mumbai,MSC,2023-09-22,5,5,0.359,Clear,1,85.71,2,0,0.7081,4,0.8016,0
SHP02498,Singapore,Hamburg,MSC,2022-01-01,18,18,0.1393,Cloudy,2,9.13,2,0,0.6785,124,0.7963,0
SHP02499,Hong Kong,London,MaerskLine,2023-03-27,20,20,0.4131,Clear,1,44.25,0,1,0.8772,109,1.011,0
SHP02500,Guangzhou,Sydney,EverGreen,2022-05-01,15,15,0.1513,Rainy,3,3.87,0,0,0.6213,90,1.2628,0
SHP02501,Dubai,Mumbai,HapagLloyd,2023-01-30,5,5,0.312,Storm,2,4.26,0,0,0.7571,84,0.7852,0
SHP02502,Antwerp,Chicago,COSCO,2022-11-21,13,13,0.1871,Rainy,1,5.17,0,0,0.5887,37,1.1749,0
SHP02503,Rotterdam,New York,HapagLloyd,2023-10-11,10,10,0.2984,Cloudy,1,10.69,0,0,0.7847,145,0.967,0
SHP02504,Busan,Seattle,MSC,2023-05-17,12,21,0.3916,Storm,2,94.72,2,0,0.7423,55,1.2745,1
SHP02505,Busan,Seattle,MaerskLine,2023-10-30,12,14,0.1962,Hurricane,1,11.74,1,0,0.8013,57,0.9955,1
SHP02506,Hong Kong,London,MSC,2023-04-23,20,22,0.2119,Clear,2,12.92,2,0,0.7479,99,1.1158,1
SHP02507,Hong Kong,London,EverGreen,2022-07-15,20,21,0.3977,Cloudy,2,23.84,1,0,0.6127,90,0.9424,1
SHP02508,Guangzhou,Sydney,COSCO,2022-01-11,15,15,0.142,Cloudy,2,5.79,0,0,0.5741,168,0.7486,0
SHP02509,Dubai,Mumbai,EverGreen,2022-01-06,5,5,0.2168,Rainy,1,24.4,0,0,0.5988,30,1.1449,0
SHP02510,Busan,Seattle,COSCO,2022-09-17,12,13,0.4983,Clear,2,34.28,1,0,0.5698,178,0.8707,1
SHP02511,Shanghai,Los Angeles,HapagLloyd,2022-10-09,14,14,0.1561,Rainy,3,11.64,1,1,0.8033,164,1.226,0
SHP02512,Antwerp,Chicago,EverGreen,2023-12-23,13,13,0.2757,Clear,3,20.8,0,0,0.6415,99,0.8203,0
SHP02513,Busan,Seattle,COSCO,2022-02-01,12,12,0.3965,Clear,1,2.31,0,0,0.5862,140,1.0542,0
SHP02514,Antwerp,Chicago,HapagLloyd,2023-04-30,13,16,0.4786,Storm,3,124.96,1,0,0.7593,159,0.9226,1
SHP02515,Rotterdam,New York,MaerskLine,2024-01-01,10,12,0.2067,Rainy,1,45.04,3,1,0.7387,59,0.7532,1
SHP02516,Singapore,Hamburg,MSC,2022-05-03,18,18,0.3176,Cloudy,1,2.48,0,1,0.7146,18,1.0487,0
SHP02517,Shanghai,Los Angeles,EverGreen,2023-07-12,14,14,0.2815,Clear,1,56.18,0,0,0.6284,177,0.7872,0
SHP02518,Busan,Seattle,MSC,2022-12-07,12,16,0.1158,Hurricane,2,8.84,1,0,0.7607,176,1.1518,1
SHP02519,Hong Kong,London,MSC,2023-01-11,20,25,0.1637,Hurricane,3,145.42,0,0,0.7339,153,0.8174,1
SHP02520,Shanghai,Los Angeles,EverGreen,2023-11-17,14,16,0.3138,Storm,3,12.84,1,0,0.6364,100,0.7053,1
SHP02521,Shanghai,Los Angeles,MaerskLine,2023-05-29,14,16,0.5217,Cloudy,1,11.85,1,0,0.8201,151,1.0759,1
SHP02522,Singapore,Hamburg,COSCO,2022-02-15,18,22,0.3675,Clear,2,31.48,2,1,0.5864,82,1.1141,1
SHP02523,Busan,Seattle,HapagLloyd,2023-02-24,12,12,0.3569,Cloudy,1,12.92,0,0,0.7196,16,0.907,0
SHP02524,Singapore,Hamburg,MaerskLine,2022-12-26,18,33,0.1754,Rainy,1,7.42,0,1,0.8216,17,0.871,1
SHP02525,Rotterdam,New York,COSCO,2023-12-15,10,12,0.5735,Storm,1,18.62,1,0,0.5856,141,0.8184,1
SHP02526,Rotterdam,New York,HapagLloyd,2022-04-03,10,12,0.1329,Storm,2,10.67,1,1,0.7814,100,1.1796,1
SHP02527,Singapore,Hamburg,MaerskLine,2023-10-04,18,18,0.4047,Cloudy,1,54.18,1,0,0.865,22,0.9529,0
SHP02528,Shanghai,Los Angeles,MSC,2023-01-19,14,14,0.2324,Clear,1,19.08,1,1,0.726,169,0.8878,0
SHP02529,Antwerp,Chicago,MaerskLine,2023-11-29,13,13,0.4871,Cloudy,1,23.87,0,0,0.7735,23,1.108,0
SHP02530,Dubai,Mumbai,MSC,2023-12-24,5,5,0.4777,Rainy,1,35.82,0,1,0.7292,35,1.159,0
SHP02531,Busan,Seattle,MSC,2022-11-20,12,15,0.6372,Rainy,1,33.77,0,1,0.7121,148,0.7143,1
SHP02532,Guangzhou,Sydney,MSC,2022-07-24,15,15,0.0861,Cloudy,1,55.28,0,1,0.6981,143,0.807,0
SHP02533,Singapore,Hamburg,COSCO,2022-09-28,18,18,0.3938,Rainy,1,13.77,0,0,0.5694,18,1.2581,0
SHP02534,Rotterdam,New York,EverGreen,2022-12-24,10,10,0.2143,Rainy,2,41.38,2,0,0.6499,137,1.2896,0
SHP02535,Antwerp,Chicago,MSC,2023-08-23,13,13,0.1694,Clear,1,43.35,0,0,0.7473,169,1.2219,0
SHP02536,Guangzhou,Sydney,MSC,2023-12-21,15,15,0.0549,Hurricane,1,23.21,0,0,0.7309,122,1.0616,0
SHP02537,Guangzhou,Sydney,COSCO,2023-12-18,15,19,0.3903,Rainy,1,28.74,0,1,0.5959,163,1.0079,1
SHP02538,Busan,Seattle,MaerskLine,2022-09-22,12,13,0.1549,Hurricane,1,41.86,0,0,0.8343,89,0.9459,1
SHP02539,Dubai,Mumbai,EverGreen,2022-04-29,5,5,0.1577,Rainy,1,8.79,0,1,0.6528,157,1.2622,0
SHP02540,Singapore,Hamburg,EverGreen,2022-11-27,18,18,0.2516,Cloudy,1,18.88,0,0,0.6358,127,0.774,0
SHP02541,Hong Kong,London,HapagLloyd,2022-02-04,20,20,0.1555,Storm,1,36.48,0,0,0.7986,4,0.8009,0
SHP02542,Hong Kong,London,MaerskLine,2022-01-09,20,20,0.7533,Rainy,1,10.86,0,0,0.814,132,0.7664,0
SHP02543,Singapore,Hamburg,EverGreen,2023-10-26,18,24,0.1838,Storm,2,4.84,0,0,0.6252,102,1.0144,1
SHP02544,Rotterdam,New York,MSC,2023-04-24,10,12,0.1154,Rainy,2,32.08,0,0,0.7082,45,0.7473,1
SHP02545,Singapore,Hamburg,MaerskLine,2023-04-13,18,20,0.4551,Storm,3,11.17,1,0,0.8183,56,0.9461,1
SHP02546,Guangzhou,Sydney,EverGreen,2022-09-16,15,16,0.1076,Storm,1,44.49,1,0,0.68,63,0.7406,1
SHP02547,Hong Kong,London,HapagLloyd,2023-02-15,20,20,0.1228,Rainy,1,23.29,0,0,0.749,33,1.1817,0
SHP02548,Busan,Seattle,MaerskLine,2023-06-04,12,12,0.3772,Cloudy,1,16.12,2,0,0.8338,54,0.8192,0
SHP02549,Rotterdam,New York,EverGreen,2023-08-15,10,13,0.2803,Storm,3,8.0,1,0,0.6573,175,0.842,1
SHP02550,Guangzhou,Sydney,HapagLloyd,2022-06-20,15,16,0.2535,Clear,2,73.72,1,1,0.7707,144,0.8109,1
SHP02551,Busan,Seattle,HapagLloyd,2023-08-05,12,14,0.4171,Hurricane,2,31.66,1,1,0.7845,76,0.916,1
SHP02552,Singapore,Hamburg,MSC,2022-02-25,18,18,0.3112,Rainy,1,28.72,0,0,0.7205,23,1.2896,0
SHP02553,Rotterdam,New York,COSCO,2023-04-15,10,10,0.4549,Cloudy,2,12.59,0,0,0.5881,165,1.2393,0
SHP02554,Guangzhou,Sydney,MSC,2022-06-01,15,16,0.4862,Storm,1,26.2,2,1,0.7785,60,1.0421,1
SHP02555,Dubai,Mumbai,MSC,2022-07-09,5,5,0.2325,Rainy,2,74.47,3,0,0.7527,91,1.1262,0
SHP02556,Dubai,Mumbai,MSC,2022-09-08,5,5,0.1416,Storm,1,6.46,2,1,0.6889,37,0.9478,0
SHP02557,Singapore,Hamburg,HapagLloyd,2022-06-13,18,21,0.5377,Rainy,1,12.39,0,1,0.7675,46,0.9897,1
SHP02558,Hong Kong,London,MaerskLine,2023-02-08,20,20,0.1337,Storm,1,6.71,0,0,0.8442,112,0.7383,0
SHP02559,Dubai,Mumbai,EverGreen,2023-12-25,5,5,0.1055,Storm,1,5.01,0,0,0.618,28,1.0743,0
SHP02560,Dubai,Mumbai,MaerskLine,2022-05-17,5,5,0.1594,Storm,1,12.92,3,1,0.816,38,1.2102,0
SHP02561,Guangzhou,Sydney,COSCO,2023-03-11,15,17,0.3421,Rainy,3,3.43,0,0,0.5915,78,1.1886,1
SHP02562,Guangzhou,Sydney,HapagLloyd,2023-11-17,15,15,0.4417,Clear,1,56.52,2,0,0.7846,85,0.8871,0
SHP02563,Shanghai,Los Angeles,MSC,2022-08-29,14,17,0.2599,Hurricane,2,22.05,0,1,0.7653,58,0.9436,1
SHP02564,Hong Kong,London,COSCO,2022-01-02,20,20,0.4986,Rainy,2,96.87,0,0,0.5597,133,0.9745,0
SHP02565,Guangzhou,Sydney,MaerskLine,2022-07-12,15,15,0.0811,Cloudy,2,13.84,0,1,0.8016,171,1.2739,0
SHP02566,Shanghai,Los Angeles,MSC,2022-12-14,14,14,0.2518,Rainy,2,18.58,2,0,0.7435,133,1.1755,0
SHP02567,Guangzhou,Sydney,MSC,2022-11-15,15,16,0.3734,Storm,2,25.76,2,1,0.7451,52,1.0817,1
SHP02568,Guangzhou,Sydney,EverGreen,2023-03-08,15,15,0.3667,Clear,1,56.94,0,1,0.6566,42,0.7661,0
SHP02569,Singapore,Hamburg,MSC,2022-04-19,18,19,0.5334,Storm,2,36.96,0,0,0.6961,103,1.2516,1
